x	y1	y2
3.624859750271e+02	6.978794062198e+01	5.852837327024e-01
2.504979968071e+02	7.365708627358e+01	3.642040367065e-01
2.067847400904e+02	7.433322115442e+01	2.993810381508e-01
1.446289122105e+02	7.351747689909e+01	2.279730659136e-01
9.038631618023e+01	6.856913832006e+01	1.878250862793e-01
