x	y1	y2
2.838476002216e+02	5.501678079065e+01	6.779921614145e-01
2.097060531378e+02	6.194571936705e+01	4.385234585335e-01
1.783910691738e+02	6.437564499334e+01	3.570941087360e-01
1.299145668745e+02	6.621554382579e+01	2.605383896350e-01
8.425680547953e+01	6.432918709923e+01	1.974396445323e-01
