x	y1	y2
6.811327487230e+01	1.007933037650e+01	4.234044854807e-01
6.054401397705e+01	1.334947315157e+01	3.847262062021e-01
5.795884877443e+01	1.576793841216e+01	3.637349828224e-01
4.982290416956e+01	1.906511565961e+01	3.187044186765e-01
3.865156322718e+01	2.168456308178e+01	2.705672987006e-01
