x	y1	y2
1.866642087698e+02	8.777731532359e+01	2.940351656227e-01
1.898867785931e+02	8.783090102210e+01	2.974124180124e-01
1.926920115948e+02	8.787954172592e+01	3.002513739111e-01
1.958969235420e+02	8.791791196876e+01	3.039233481869e-01
1.993262320757e+02	8.795700114641e+01	3.078685421163e-01
2.025299072266e+02	8.798927386907e+01	3.116346259662e-01
2.066010683775e+02	8.803436487447e+01	3.162427756704e-01
2.097971439362e+02	8.805869286702e+01	3.201562879131e-01
2.138376832008e+02	8.808584695848e+01	3.251577935149e-01
2.178510874510e+02	8.811514405443e+01	3.300180365063e-01
2.223057746887e+02	8.815036936348e+01	3.352758043899e-01
2.262715697289e+02	8.818168998307e+01	3.399116178200e-01
2.307114750147e+02	8.821826064126e+01	3.450110925236e-01
2.353507280350e+02	8.826063605185e+01	3.501250744880e-01
2.399403452873e+02	8.831158970188e+01	3.548179726744e-01
2.451762109995e+02	8.836526478141e+01	3.602357579700e-01
2.501566112041e+02	8.840663292812e+01	3.656347235181e-01
2.559767663479e+02	8.844956312513e+01	3.720646579370e-01
2.611205577850e+02	8.848017134247e+01	3.779406917057e-01
2.675212323666e+02	8.851400058324e+01	3.853354172990e-01
2.738631963730e+02	8.853127822337e+01	3.931977077050e-01
2.801931500435e+02	8.854625645803e+01	4.010927537739e-01
2.871146500111e+02	8.855177060010e+01	4.100904853433e-01
2.940021455288e+02	8.854816411510e+01	4.193908996924e-01
3.014527559280e+02	8.853129568180e+01	4.299661628551e-01
3.094508647919e+02	8.849949722979e+01	4.418992575786e-01
3.176597058773e+02	8.846636500505e+01	4.542135104501e-01
3.261742591858e+02	8.841321939746e+01	4.678641797728e-01
3.358298838139e+02	8.834425273347e+01	4.838496579742e-01
3.456552624702e+02	8.825285400630e+01	5.012615323244e-01
3.559533655643e+02	8.815645333863e+01	5.197361202810e-01
3.666234612465e+02	8.804088950953e+01	5.398818981138e-01
3.785145282745e+02	8.789986697264e+01	5.632884445934e-01
3.908874392509e+02	8.774021754527e+01	5.887262108501e-01
4.043343961239e+02	8.756193352753e+01	6.171360186159e-01
4.189304411411e+02	8.736342514982e+01	6.488559758166e-01
4.337220788002e+02	8.714839235243e+01	6.825090616298e-01
4.502593278885e+02	8.691157060526e+01	7.207203813715e-01
4.682199656963e+02	8.665168289135e+01	7.634057071516e-01
4.870010018349e+02	8.637164610531e+01	8.096517779500e-01
5.083705782890e+02	8.606024436448e+01	8.631201909412e-01
5.309539437294e+02	8.572384146995e+01	9.217240145775e-01
5.554291009903e+02	8.534879333153e+01	9.878510025040e-01
5.829427242279e+02	8.490501840612e+01	1.066386417785e+00
6.129343509674e+02	8.441058039251e+01	1.155921163436e+00
6.459651589394e+02	8.386049540068e+01	1.258624550998e+00
6.829082369804e+02	8.324326057449e+01	1.378216195039e+00
7.243955731392e+02	8.250600021860e+01	1.522689182634e+00
7.714068293571e+02	8.161136117768e+01	1.701034575345e+00
8.245066404343e+02	8.046701861441e+01	1.929772531896e+00
8.854608535767e+02	7.907478239055e+01	2.220277648708e+00
9.547409415245e+02	7.744014319841e+01	2.582492483484e+00
