x	y1	y2
1.846778541803e+02	8.656695457391e+01	3.206478222334e-01
1.878159046173e+02	8.663747235580e+01	3.238147011165e-01
1.905547827482e+02	8.668839910504e+01	3.268186628840e-01
1.936852931976e+02	8.674512246883e+01	3.302491009471e-01
1.970366388559e+02	8.679011465548e+01	3.343044726133e-01
2.001666426659e+02	8.683861947861e+01	3.378577781398e-01
2.041325867176e+02	8.687049305401e+01	3.431704850088e-01
2.072547376156e+02	8.689855308799e+01	3.472294510439e-01
2.111854106188e+02	8.691590518149e+01	3.528357010144e-01
2.150920331478e+02	8.692850038267e+01	3.585268157537e-01
2.194223403931e+02	8.693190312085e+01	3.651324430721e-01
2.232775390148e+02	8.692791932982e+01	3.712226981924e-01
2.275748550892e+02	8.691109609573e+01	3.784126668041e-01
2.320907115936e+02	8.687981057564e+01	3.864160361888e-01
2.365408837795e+02	8.684955768905e+01	3.943039071980e-01
2.416042536497e+02	8.680642294988e+01	4.035995555364e-01
2.464109212160e+02	8.675101614164e+01	4.129752988816e-01
2.520360052586e+02	8.667958529479e+01	4.242392211320e-01
2.569922804832e+02	8.660575679946e+01	4.346285542897e-01
2.631514966488e+02	8.650576125880e+01	4.479581275395e-01
2.692507505417e+02	8.641081271333e+01	4.611288610209e-01
2.753356397152e+02	8.632827619910e+01	4.739058006460e-01
2.819959223270e+02	8.624434189120e+01	4.877421754350e-01
2.886069118977e+02	8.615626991954e+01	5.017724298460e-01
2.957721352577e+02	8.607015300731e+01	5.167177502570e-01
3.034482598305e+02	8.599080497541e+01	5.322913698463e-01
3.113240003586e+02	8.591343644796e+01	5.481991032273e-01
3.194831609726e+02	8.582849358931e+01	5.650105829566e-01
3.287361264229e+02	8.573268867085e+01	5.842123890827e-01
3.381513953209e+02	8.561412690503e+01	6.049381844634e-01
3.480214774609e+02	8.549735323714e+01	6.265296879724e-01
3.582341670990e+02	8.535753478470e+01	6.500686099739e-01
3.696042001247e+02	8.518652354664e+01	6.774317826492e-01
3.814235925674e+02	8.500219563437e+01	7.066473818502e-01
3.942501544952e+02	8.479334152253e+01	7.393671693623e-01
4.081405103207e+02	8.454310334983e+01	7.768339123843e-01
4.221995174885e+02	8.428349703258e+01	8.159033202254e-01
4.378529489040e+02	8.397670701605e+01	8.614203450231e-01
4.548436105251e+02	8.364313956287e+01	9.120542242167e-01
4.725905954838e+02	8.327156078718e+01	9.678555261873e-01
4.926881194115e+02	8.283075404656e+01	1.034232315973e+00
5.139198899269e+02	8.236427031704e+01	1.106592539625e+00
5.368419885635e+02	8.184262428522e+01	1.188622801678e+00
5.624440312386e+02	8.123197920116e+01	1.285766809149e+00
5.902932286263e+02	8.054869952454e+01	1.397163857270e+00
6.207115650177e+02	7.976923300282e+01	1.526969118697e+00
6.546496152878e+02	7.886654631397e+01	1.681692928607e+00
6.927026510239e+02	7.781754899513e+01	1.868287812748e+00
7.357115149498e+02	7.658381371598e+01	2.096809911670e+00
7.842267155647e+02	7.515643594455e+01	2.375699708267e+00
8.401148319244e+02	7.354811104830e+01	2.715144554128e+00
9.042596817017e+02	7.170978394236e+01	3.133039628488e+00
