x	y1	y2
1.802828311920e+02	8.219773979440e+01	4.253032357999e-01
1.832398623228e+02	8.216600605440e+01	4.325069133184e-01
1.858134418726e+02	8.213281493905e+01	4.389456458909e-01
1.887549459934e+02	8.209747930008e+01	4.462427472892e-01
1.918924599886e+02	8.205147049852e+01	4.542920097933e-01
1.948177665472e+02	8.200685413642e+01	4.618707804737e-01
1.985452324152e+02	8.195102159519e+01	4.715289316353e-01
2.014563977718e+02	8.189761591504e+01	4.793972753917e-01
2.051374465227e+02	8.183570057074e+01	4.892058355736e-01
2.087873816490e+02	8.176702553003e+01	4.992056206304e-01
2.128246724606e+02	8.168064962439e+01	5.106734130031e-01
2.164192944765e+02	8.160704530449e+01	5.208156692316e-01
2.204241305590e+02	8.151761035242e+01	5.324368953538e-01
2.246088683605e+02	8.142333117527e+01	5.446768172394e-01
2.287397682667e+02	8.132195027243e+01	5.571363634887e-01
2.334298491478e+02	8.119881804496e+01	5.716801991046e-01
2.378904223442e+02	8.108004029267e+01	5.856820840421e-01
2.430845052004e+02	8.093585055908e+01	6.023502584166e-01
2.476712763309e+02	8.079696078795e+01	6.176557806546e-01
2.533513009548e+02	8.062558380560e+01	6.367762523093e-01
2.589664757252e+02	8.044740528114e+01	6.562451141651e-01
2.645405232906e+02	8.026553838229e+01	6.759944164889e-01
2.706231176853e+02	8.006344319976e+01	6.979575525950e-01
2.766728699207e+02	7.984974244227e+01	7.206285941215e-01
2.831851840019e+02	7.961331823412e+01	7.456554763865e-01
2.901493310928e+02	7.935693349033e+01	7.729625595938e-01
2.972684800625e+02	7.909140473182e+01	8.014670469663e-01
3.046143651009e+02	7.880058817854e+01	8.321515381017e-01
3.129176795483e+02	7.846664256321e+01	8.677231653044e-01
3.213692307472e+02	7.811716948257e+01	9.051257961386e-01
3.301883041859e+02	7.774882464851e+01	9.451379227257e-01
3.392890989780e+02	7.732541802747e+01	9.896901617500e-01
3.494212627411e+02	7.688274696838e+01	1.038855371675e+00
3.599221408367e+02	7.640335135132e+01	1.092235305201e+00
3.712874948978e+02	7.587288852282e+01	1.152205691471e+00
3.836050033569e+02	7.528489299962e+01	1.219862359162e+00
3.960578739643e+02	7.467586669314e+01	1.291278707311e+00
4.099945127964e+02	7.398630319563e+01	1.374443778841e+00
4.251561760902e+02	7.324309818380e+01	1.467697843815e+00
4.410308003426e+02	7.246510401791e+01	1.569041515283e+00
4.591768383980e+02	7.159144654562e+01	1.688482217550e+00
4.783492684364e+02	7.066355054086e+01	1.820519819497e+00
4.991419613361e+02	6.967806231153e+01	1.968324498573e+00
5.224793553352e+02	6.857401548718e+01	2.141931988598e+00
5.478758811951e+02	6.738773401251e+01	2.339045042679e+00
5.756234526634e+02	6.609114582926e+01	2.565871935326e+00
6.063696742058e+02	6.466969267934e+01	2.829817876544e+00
6.403067708015e+02	6.310590388535e+01	3.137818153059e+00
6.776075959206e+02	6.130952763014e+01	3.506842426727e+00
7.185267210007e+02	5.931965105772e+01	3.941603065575e+00

