x	y1	y2
1.875135600567e+02	9.023805684251e+01	2.303776102040e-01
1.907501816750e+02	9.024516887671e+01	2.340016569187e-01
1.935772895813e+02	9.025473039172e+01	2.370671828879e-01
1.968007981777e+02	9.025323910698e+01	2.408802165936e-01
2.002545595169e+02	9.025183626426e+01	2.449508833183e-01
2.034840136766e+02	9.024384398389e+01	2.489411445902e-01
2.075681537390e+02	9.022422887163e+01	2.542533560777e-01
2.107843756676e+02	9.021131643919e+01	2.583745989500e-01
2.148490995169e+02	9.018724298126e+01	2.638148247018e-01
2.188908159733e+02	9.015953026908e+01	2.693554374249e-01
2.233618944883e+02	9.012313043466e+01	2.756811969968e-01
2.273529767990e+02	9.009406140656e+01	2.812480985341e-01
2.318161875010e+02	9.005227698778e+01	2.877961548391e-01
2.364768981934e+02	9.001111981667e+01	2.945936099104e-01
2.410869896412e+02	8.996518085529e+01	3.015268884177e-01
2.463406622410e+02	8.991149748273e+01	3.095258717553e-01
2.513528168201e+02	8.985920890291e+01	3.172498992491e-01
2.572051882744e+02	8.979758888276e+01	3.263570126248e-01
2.623893618584e+02	8.974335672122e+01	3.344739423698e-01
2.688165605068e+02	8.967095523513e+01	3.448099540065e-01
2.751969397068e+02	8.959638734704e+01	3.552697939105e-01
2.815560996532e+02	8.951903611724e+01	3.659093125797e-01
2.885153293610e+02	8.943035447672e+01	3.778368120900e-01
2.954611182213e+02	8.934185074712e+01	3.898736297241e-01
3.029573261738e+02	8.923713478826e+01	4.033967567583e-01
3.110117316246e+02	8.911655614971e+01	4.184675231646e-01
3.192761242390e+02	8.898684258311e+01	4.344194100764e-01
3.278459906578e+02	8.884408443302e+01	4.515912075336e-01
3.375607132912e+02	8.868053252292e+01	4.714783649133e-01
3.474670946598e+02	8.850798832824e+01	4.924056247640e-01
3.578194677830e+02	8.832248696636e+01	5.149517884250e-01
3.685551583767e+02	8.812935436142e+01	5.388419594106e-01
3.805338442326e+02	8.791739049259e+01	5.658739396562e-01
3.929889500141e+02	8.769120086068e+01	5.949092763918e-01
4.065044820309e+02	8.743083335420e+01	6.279965410663e-01
4.212041497231e+02	8.714088557899e+01	6.653018932021e-01
4.360822439194e+02	8.683210801644e+01	7.050081679469e-01
4.526966810226e+02	8.649203397151e+01	7.503419086983e-01
4.707781374454e+02	8.614427782613e+01	7.997162101249e-01
4.897197782993e+02	8.578064167492e+01	8.529600136173e-01
5.112683176994e+02	8.537057029828e+01	9.152012695038e-01
5.340642929077e+02	8.493418716277e+01	9.834166604040e-01
5.587401986122e+02	8.446375229310e+01	1.059617462881e+00
5.864596366882e+02	8.392228430400e+01	1.149390682161e+00
6.166262626648e+02	8.331677549397e+01	1.252276402628e+00
6.497745513916e+02	8.262942307627e+01	1.372036458234e+00
6.867793202400e+02	8.182897148607e+01	1.514994413851e+00
7.283053994179e+02	8.089954389868e+01	1.686464290801e+00
7.751846313477e+02	7.981636975593e+01	1.894014685302e+00
8.282144665718e+02	7.852288005925e+01	2.150617190597e+00
8.893794417381e+02	7.693047696432e+01	2.479942946476e+00
9.598657488823e+02	7.496999084355e+01	2.907081495287e+00
