x	y1	y2
1.421808153391e+02	6.604990310780e+01	6.284577466368e-01
1.441372483969e+02	6.595341388908e+01	6.372507646060e-01
1.458587050438e+02	6.586812973835e+01	6.450490223812e-01
1.477887630463e+02	6.574523358366e+01	6.544799095614e-01
1.498419046402e+02	6.559392182097e+01	6.650794332376e-01
1.517437398434e+02	6.544946030473e+01	6.750708481747e-01
1.541269123554e+02	6.524538190234e+01	6.882181655019e-01
1.559858471155e+02	6.508328394784e+01	6.986099579216e-01
1.583220213652e+02	6.486531103348e+01	7.121385391450e-01
1.606107801199e+02	6.464588457936e+01	7.256234395750e-01
1.631284654140e+02	6.438844303858e+01	7.409938907024e-01
1.653437763453e+02	6.415995393393e+01	7.546779717955e-01
1.677905470133e+02	6.389341397368e+01	7.702825785091e-01
1.703350096941e+02	6.360547324693e+01	7.869338412107e-01
1.728195399046e+02	6.332197747506e+01	8.033805374656e-01
1.756060421467e+02	6.299169813232e+01	8.223558314835e-01
1.782499849796e+02	6.268001894318e+01	8.404813366714e-01
1.812888383865e+02	6.231349518268e+01	8.617438934227e-01
1.839404553175e+02	6.198405490738e+01	8.807755242943e-01
1.871918439865e+02	6.156984591540e+01	9.046752872960e-01
1.903716772795e+02	6.116216337246e+01	9.283539150236e-01
1.934919506311e+02	6.075185942505e+01	9.521682354373e-01
1.968504190445e+02	6.029922547895e+01	9.784625139311e-01
2.001625001431e+02	5.985505128323e+01	1.004601917409e+00
2.036794871092e+02	5.936884318890e+01	1.033191840026e+00
2.073973864317e+02	5.885450941711e+01	1.063815734962e+00
2.111562341452e+02	5.832721106664e+01	1.095492051865e+00
2.149707674980e+02	5.778579106672e+01	1.128178722132e+00
2.192291319370e+02	5.717712139136e+01	1.165432756540e+00
2.234904021025e+02	5.655856043659e+01	1.203593991753e+00
2.278378307819e+02	5.591715664470e+01	1.243456051438e+00
2.322810292244e+02	5.526495325482e+01	1.284757977006e+00
2.371291071177e+02	5.454491339621e+01	1.330867849460e+00
2.420712411404e+02	5.381729534908e+01	1.378440856633e+00
2.473223209381e+02	5.302981053118e+01	1.430490130660e+00
2.529005110264e+02	5.219593393686e+01	1.486704121114e+00
2.584108114243e+02	5.136786409609e+01	1.543496225587e+00
2.644447386265e+02	5.046732784476e+01	1.606671551272e+00
2.708093225956e+02	4.950960421033e+01	1.675068958702e+00
2.772878408432e+02	4.853333736441e+01	1.746287518987e+00
2.839213907719e+02	4.753513125610e+01	1.820559425060e+00
2.887802720070e+02	4.677935720131e+01	1.877124365494e+00
2.940465211868e+02	4.594852247393e+01	1.940050531880e+00
3.006036579609e+02	4.494728650197e+01	2.018079297433e+00
3.072809875011e+02	4.391289402407e+01	2.100077162033e+00
3.127050399780e+02	4.305281851497e+01	2.168687417407e+00
3.194620013237e+02	4.200337221004e+01	2.254549648391e+00
3.249294161797e+02	4.112481521691e+01	2.327088283687e+00
3.288646340370e+02	4.048145720400e+01	2.380367605244e+00
3.327546417713e+02	3.984808479485e+01	2.433381133130e+00
3.393570184708e+02	3.878806740827e+01	2.524643024563e+00
3.444642126560e+02	3.796498601372e+01	2.596829353725e+00
