x	y1	y2
1.854801923037e+02	8.597838820555e+01	3.398664451746e-01
1.886295527220e+02	8.600152026883e+01	3.446361028143e-01
1.913750618696e+02	8.603047507519e+01	3.485173433551e-01
1.945089548826e+02	8.603914436316e+01	3.536260980184e-01
1.978644579649e+02	8.605284949899e+01	3.589480475878e-01
2.009890526533e+02	8.605294958777e+01	3.642622879330e-01
2.049695253372e+02	8.604495243162e+01	3.712753120984e-01
2.080936282873e+02	8.603994506250e+01	3.767275585071e-01
2.120457142591e+02	8.602316585613e+01	3.839525861880e-01
2.159704566002e+02	8.600202782507e+01	3.912769276075e-01
2.203023731709e+02	8.597927271936e+01	3.993540513838e-01
2.241691350937e+02	8.594738841650e+01	4.069568237043e-01
2.284920215607e+02	8.590331247352e+01	4.157666230591e-01
2.330116182566e+02	8.586645851518e+01	4.246914695152e-01
2.374816983938e+02	8.581955180046e+01	4.339167220601e-01
2.425608187914e+02	8.576337298410e+01	4.445509819973e-01
2.473985552788e+02	8.570755164537e+01	4.548066889612e-01
2.530581653118e+02	8.564064527242e+01	4.669324658278e-01
2.580469846725e+02	8.557574438937e+01	4.779167419989e-01
2.642385661602e+02	8.548903330486e+01	4.918807943296e-01
2.703827619553e+02	8.540367336543e+01	5.058235980293e-01
2.764884233475e+02	8.530581186407e+01	5.203137523513e-01
2.831634581089e+02	8.519903183680e+01	5.362961503652e-01
2.898074686527e+02	8.510293001724e+01	5.519137044809e-01
2.969921231270e+02	8.499828417506e+01	5.689831077368e-01
3.047224581242e+02	8.491334219496e+01	5.862763393250e-01
3.126033842564e+02	8.482833432275e+01	6.039347530010e-01
3.207766115665e+02	8.475039526425e+01	6.218935004524e-01
3.300254344940e+02	8.467006871478e+01	6.419461938898e-01
3.394343554974e+02	8.457838773082e+01	6.629622034113e-01
3.492248058319e+02	8.448128888815e+01	6.850541918957e-01
3.594207465649e+02	8.437266538553e+01	7.086479404256e-01
3.707339465618e+02	8.424908985137e+01	7.352078466151e-01
3.825135529041e+02	8.410539888657e+01	7.639750562145e-01
3.952636420727e+02	8.394322852609e+01	7.958558983475e-01
4.091109633446e+02	8.374748743472e+01	8.321069030144e-01
4.231284558773e+02	8.353173729832e+01	8.704679790339e-01
4.387553036213e+02	8.327262910692e+01	9.151982343020e-01
4.556930661201e+02	8.295898143038e+01	9.668940667794e-01
4.733608067036e+02	8.261380631869e+01	1.023331677842e+00
4.934325814247e+02	8.220961388159e+01	1.090015815046e+00
5.146985650063e+02	8.177927420024e+01	1.162818352201e+00
5.376330614090e+02	8.129199791448e+01	1.245505321787e+00
5.633764863014e+02	8.073463143430e+01	1.342266132094e+00
5.914051532745e+02	8.010759031177e+01	1.453171769143e+00
6.221882700920e+02	7.941197003699e+01	1.580350685454e+00
6.565777063370e+02	7.862647050354e+01	1.729218273090e+00
6.951950192451e+02	7.772404649739e+01	1.906049639275e+00
7.389917373657e+02	7.668171747132e+01	2.118867680549e+00
7.888231873512e+02	7.547689553311e+01	2.377002660907e+00
8.468230962753e+02	7.400030074847e+01	2.707487098213e+00
9.145507216454e+02	7.214374594591e+01	3.143685320765e+00
