x	y1	y2	y3
1.000000000000e+05	5.739523120776e-01	9.175430990500e-01	9.555267642116e-01
2.154434690032e+05	1.212326541061e+00	1.937051637007e+00	1.999399146449e+00
4.641588833613e+05	2.501917921735e+00	3.994718808036e+00	4.042473263568e+00
1.000000000000e+06	4.902846562636e+00	7.835492261813e+00	7.571767688767e+00
2.154434690032e+06	8.527315768664e+00	1.380935399406e+01	1.188564091484e+01
4.641588833613e+06	1.103100992974e+01	1.943719567073e+01	1.251318865386e+01
1.000000000000e+07	7.651741574242e+00	1.766337383240e+01	7.532449521229e+00
2.154434690032e+07	2.713648877137e+00	8.463817790433e+00	2.932885923942e+00
4.641588833613e+07	6.644885214798e-01	2.426610687136e+00	8.154046019445e-01
1.000000000000e+08	1.372847989596e-01	5.673304267168e-01	1.865027459969e-01
