x	y1	y2	y3	y4	y5	y6	y7
1.000000000000e+05	4.283702379792e-01	5.739593181958e-01	7.453626826300e-01	9.175430990500e-01	1.011273299203e+00	9.555296093820e-01	7.672205383893e-01
2.154434690032e+05	8.795415377771e-01	1.212333503964e+00	1.576839930791e+00	1.937051637007e+00	2.128042189178e+00	1.999401968067e+00	1.544317142478e+00
4.641588833613e+05	1.697229598326e+00	2.501924801822e+00	3.266371031311e+00	3.994718808036e+00	4.357887370045e+00	4.042476055422e+00	2.839579688780e+00
1.000000000000e+06	2.777468750149e+00	4.902853309425e+00	6.464418220278e+00	7.835492261813e+00	8.417306760606e+00	7.571770504266e+00	4.039088313984e+00
2.154434690032e+06	2.502097245427e+00	8.527322410838e+00	1.158593339893e+01	1.380935399406e+01	1.433143233033e+01	1.188564409293e+01	2.474237695799e+00
4.641588833613e+06	5.006874937407e-01	1.103101693482e+01	1.670598454024e+01	1.943719567073e+01	1.865520989367e+01	1.251319323510e+01	2.925458420383e-01
1.000000000000e+07	9.355270216685e-01	7.651750054124e+00	1.518168715099e+01	1.766337383240e+01	1.492869225916e+01	7.532456358967e+00	1.564588756826e-01
2.154434690032e+07	3.317951889318e-01	2.713658884768e+00	6.883526376561e+00	8.463817790433e+00	6.709310000045e+00	2.932894176066e+00	8.200666841282e-02
4.641588833613e+07	1.208906496253e-01	6.644991433068e-01	1.886212348036e+00	2.426610687136e+00	1.913511202625e+00	8.154133448071e-01	1.864152796605e-02
1.000000000000e+08	5.356741280374e-02	1.372955782085e-01	4.319315584383e-01	5.673304267168e-01	4.483726303106e-01	1.865116162740e-01	1.072286307051e-02
