x_0	f(x)
1.110000000000e+02	3.332638888766e+00
1.120000000000e+02	3.332627777684e+00
1.130000000000e+02	3.332616666594e+00
1.140000000000e+02	3.332605555500e+00
1.150000000000e+02	3.332594444402e+00
1.160000000000e+02	3.332583333301e+00
1.170000000000e+02	3.332572222197e+00
1.180000000000e+02	3.332561111092e+00
1.190000000000e+02	3.332549999985e+00
1.200000000000e+02	3.332538888877e+00
1.210000000000e+02	3.332527777769e+00
1.220000000000e+02	3.332516666660e+00
1.230000000000e+02	3.332505555550e+00
1.240000000000e+02	3.332494444440e+00
1.250000000000e+02	3.332483333330e+00
1.260000000000e+02	3.332472222219e+00
1.270000000000e+02	3.332461111109e+00
1.280000000000e+02	3.332449999998e+00
1.290000000000e+02	3.332438888887e+00
1.300000000000e+02	3.332427777776e+00
1.310000000000e+02	3.332416666665e+00
1.320000000000e+02	3.332405555554e+00
1.330000000000e+02	3.332394444443e+00
1.340000000000e+02	3.332383333332e+00
1.350000000000e+02	3.332372222221e+00
1.360000000000e+02	3.332361111110e+00
1.370000000000e+02	3.332349999999e+00
1.380000000000e+02	3.332338888888e+00
1.390000000000e+02	3.332327777777e+00
1.400000000000e+02	3.332316666666e+00
1.410000000000e+02	3.332305555555e+00
1.420000000000e+02	3.332294444444e+00
1.430000000000e+02	3.332283333333e+00
1.440000000000e+02	3.332272222221e+00
1.450000000000e+02	3.332261111110e+00
1.460000000000e+02	3.332249999999e+00
1.470000000000e+02	3.332238888888e+00
1.480000000000e+02	3.332227777777e+00
1.490000000000e+02	3.332216666666e+00
1.500000000000e+02	3.332205555555e+00
1.510000000000e+02	3.332194444444e+00
