x	y1
1.440000000000e-01	1.641801695527e+01
3.709000000000e-01	1.022864370152e+01
1.000000000000e+00	1.261673181589e+01
5.000000000000e+00	1.877036768064e+01
1.000000000000e+01	2.029795948599e+01
2.000000000000e+01	2.119976184224e+01
3.000000000000e+01	2.152582478018e+01
4.000000000000e+01	2.169418368798e+01
5.000000000000e+01	2.179698485884e+01
