x	y1	y2	y3
1.000000000000e+05	2.107550503774e+01	2.026845407756e+01	1.961491693759e+01
1.467799267622e+05	1.435959570693e+01	1.380920649365e+01	1.336429592366e+01
2.154434690032e+05	9.784577526132e+00	9.408791927427e+00	9.106175539542e+00
3.162277660168e+05	6.668354556187e+00	6.411146609398e+00	6.205706680727e+00
4.641588833613e+05	4.546323802161e+00	4.369347339845e+00	4.230453795268e+00
6.812920690580e+05	3.102105247074e+00	2.978978739625e+00	2.885921353064e+00
1.000000000000e+06	2.120367061652e+00	2.032746384205e+00	1.971643553256e+00
1.467799267622e+06	1.454705206853e+00	1.389567341081e+00	1.351285570027e+00
2.154434690032e+06	1.005766833729e+00	9.535246252152e-01	9.322837368415e-01
3.162277660168e+06	7.062980072539e-01	6.595328377173e-01	6.519483035347e-01
4.641588833613e+06	5.107621279241e-01	4.635380430101e-01	4.678632594557e-01
6.812920690580e+06	3.878374915089e-01	3.357062687335e-01	3.510185991799e-01
1.000000000000e+07	3.148760310695e-01	2.554919454318e-01	2.807176863336e-01
1.467799267622e+07	2.744977642334e-01	2.080012728556e-01	2.412226426503e-01
2.154434690032e+07	2.535804003052e-01	1.817901198208e-01	2.204998096810e-01
3.162277660168e+07	2.432610098869e-01	1.682420613159e-01	2.101880165813e-01
4.641588833613e+07	2.383193858961e-01	1.615680374602e-01	2.052257213535e-01
6.812920690580e+07	2.359905281550e-01	1.583746903524e-01	2.028811893184e-01
1.000000000000e+08	2.349017227057e-01	1.568703824734e-01	2.017836975669e-01
