x	y1	y2	y3
1.000000000000e+05	4.271492329045e+00	4.697051730247e-01	-2.848722608463e+00
2.154434690032e+05	4.408440744821e+00	6.290841188128e-01	-2.688931830453e+00
4.641588833613e+05	4.644176435302e+00	9.440488981685e-01	-2.392284747619e+00
1.000000000000e+06	4.881775837695e+00	1.492852630547e+00	-1.970351790371e+00
2.154434690032e+06	4.353578884903e+00	2.095225791065e+00	-1.971980354345e+00
4.641588833613e+06	3.270811002712e+00	1.161998820464e+00	-2.773785309437e+00
1.000000000000e+07	3.269741647005e+00	-2.124817865870e+00	-1.640255068822e+00
2.154434690032e+07	1.561319265615e+00	-1.848965655859e+00	-4.947828468950e-01
4.641588833613e+07	4.128530048972e-01	-5.669317253419e-01	-1.259249470419e-01
1.000000000000e+08	8.794723060979e-02	-1.365667880416e-01	-6.163953667007e-02
