x	y1	y2	y3
1.000000000000e+05	1.391271697648e-01	1.453622505489e-01	1.451608946612e-01
2.154434690032e+05	2.839597128290e-01	3.053303541417e-01	2.992088623074e-01
4.641588833613e+05	5.389745797314e-01	6.216437888565e-01	5.821831685966e-01
1.000000000000e+06	8.284512778817e-01	1.173713973351e+00	9.687795465484e-01
2.154434690032e+06	4.614788044194e-01	1.784693098143e+00	8.646158729021e-01
4.641588833613e+06	1.568270055325e-02	8.763245661231e-01	-3.134435481947e-01
1.000000000000e+07	1.464269046721e+00	-2.333882422077e+00	-1.629253536622e-01
2.154434690032e+07	9.622215777719e-01	-1.937535761069e+00	2.258276241687e-02
4.641588833613e+07	2.660313736205e-01	-5.907624280792e-01	3.021990764944e-03
1.000000000000e+08	5.533824524021e-02	-1.419882646758e-01	-3.287819250687e-02
