x	y1	y2	y3
1.000000000000e+05	-5.300133101732e+00	-9.482761049916e+00	-1.313262477458e+01
2.154434690032e+05	-5.145038461627e+00	-9.305397774588e+00	-1.295333077542e+01
4.641588833613e+05	-4.865178744145e+00	-8.949483037443e+00	-1.261074624759e+01
1.000000000000e+06	-4.509820888499e+00	-8.302426400163e+00	-1.207209771060e+01
2.154434690032e+06	-4.674665593613e+00	-7.444661542453e+00	-1.174146286283e+01
4.641588833613e+06	-4.311775950157e+00	-7.647866294881e+00	-1.131580194023e+01
1.000000000000e+07	-9.754563822072e-01	-8.648280698713e+00	-6.873236395018e+00
2.154434690032e+07	1.409706747875e-01	-4.660414315145e+00	-2.366031301304e+00
4.641588833613e+07	6.367327413909e-02	-1.330679019085e+00	-5.964577755444e-01
1.000000000000e+08	1.033339100156e-02	-3.108112668874e-01	-1.668348607753e-01
