x	y1	y2	y3	y4	y5	y6	y7
1.000000000000e+05	2.722691996134e+01	2.050332035702e+01	1.561159557561e+01	1.250023284959e+01	1.116702609364e+01	1.161272568670e+01	1.385199160320e+01
2.154434690032e+05	1.271540289836e+01	9.523108690097e+00	7.247490206931e+00	5.802748269014e+00	5.184186483570e+00	5.393218522957e+00	6.453641462756e+00
4.641588833613e+05	6.037353860166e+00	4.435129439776e+00	3.367674691790e+00	2.695537178769e+00	2.409022050624e+00	2.510555483367e+00	3.037662594324e+00
1.000000000000e+06	3.031626737889e+00	2.093440018701e+00	1.574143354761e+00	1.258129103870e+00	1.126333241642e+00	1.182269093716e+00	1.482359923074e+00
2.154434690032e+06	1.766262380114e+00	1.049792532129e+00	7.625313896096e-01	6.060482727457e-01	5.464127017550e-01	5.870817869896e-01	8.058061598627e-01
4.641588833613e+06	1.303161589940e+00	6.379130159217e-01	4.335624621869e-01	3.412961239827e-01	3.123025404821e-01	3.479862730332e-01	5.428286644813e-01
1.000000000000e+07	1.159561715631e+00	5.136934003411e-01	3.375999140615e-01	2.660263528356e-01	2.445843783800e-01	2.737457807112e-01	4.563929632135e-01
2.154434690032e+07	1.119451229828e+00	4.850916009068e-01	3.188875856312e-01	2.523687102072e-01	2.314585647986e-01	2.563190421284e-01	4.315207667283e-01
4.641588833613e+07	1.108690557515e+00	4.792540677120e-01	3.158513150998e-01	2.503379491478e-01	2.293322077069e-01	2.527408962954e-01	4.247807539382e-01
1.000000000000e+08	1.105838432684e+00	4.780992645729e-01	3.153781523871e-01	2.500479579278e-01	2.290009363081e-01	2.520321162808e-01	4.229891955736e-01
