x	y1	y2	y3
1.000000000000e+05	2.061968354394e+01	1.261673181587e+01	1.172488248755e+01
2.154434690032e+05	9.634940439159e+00	5.918719602361e+00	5.503171371014e+00
4.641588833613e+05	4.536277511417e+00	2.809774824383e+00	2.615309812227e+00
1.000000000000e+06	2.169683116093e+00	1.366732007073e+00	1.274882096443e+00
2.154434690032e+06	1.071210828398e+00	6.969312691182e-01	6.527222346667e-01
4.641588833613e+06	5.617659073727e-01	3.860369351241e-01	3.666771529342e-01
1.000000000000e+07	3.368360407348e-01	2.423658136606e-01	2.508749290714e-01
2.154434690032e+07	2.596091502611e-01	1.813748333343e-01	2.142166615725e-01
4.641588833613e+07	2.396794440746e-01	1.617956508370e-01	2.040439340136e-01
1.000000000000e+08	2.351737620432e-01	1.569473898399e-01	2.015394266386e-01
