x	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10
1.000000000000e-01	4.426100922698e-01	9.419720023792e-01	1.960463724490e+00	3.806017307881e+00	5.885639438852e+00	6.403367657333e+00	4.513930663503e+00	1.682862588821e+00	4.257102575300e-01	7.881224151083e-02
2.333333333333e-01	5.799780848782e-01	1.239002438527e+00	2.616421109632e+00	5.366280429707e+00	1.019017014258e+01	1.555434630951e+01	1.411142822497e+01	6.377197066185e+00	1.834363570409e+00	4.377675635601e-01
3.666666666667e-01	7.510891627449e-01	1.602178711793e+00	3.374816336696e+00	6.900474176360e+00	1.313148189078e+01	2.083761642936e+01	2.114537295233e+01	1.049973488596e+01	3.090460479582e+00	7.453581345893e-01
5.000000000000e-01	9.246489582577e-01	1.968347128239e+00	4.127486704930e+00	8.360252981295e+00	1.560435205876e+01	2.387915649324e+01	2.327205063662e+01	1.154291498136e+01	3.418255074790e+00	8.222738577984e-01
6.333333333333e-01	1.020749152031e+00	2.169567107583e+00	4.532458465331e+00	9.095122671845e+00	1.656128259761e+01	2.368701992643e+01	2.031022118316e+01	9.263426399043e+00	2.685086726024e+00	6.422660699086e-01
7.666666666667e-01	9.690371598455e-01	2.058311696351e+00	4.288082354837e+00	8.509615775324e+00	1.484591898982e+01	1.847056874158e+01	1.263501266728e+01	4.957341373758e+00	1.381092560326e+00	3.247900218490e-01
9.000000000000e-01	8.008689323519e-01	1.688772732541e+00	3.424722942375e+00	6.136698860325e+00	7.998718295050e+00	6.998402816259e+00	3.375412381153e+00	1.044099010072e+00	2.604829485787e-01	4.598630673696e-02
