x	y1	y2	y3
1.000000000000e+05	2.020337484036e+01	2.020261908203e+01	2.020301839327e+01
1.467799267622e+05	1.376546440280e+01	1.376435516319e+01	1.376494124519e+01
2.154434690032e+05	9.379865262224e+00	9.378237316851e+00	9.379097483036e+00
3.162277660168e+05	6.392722168328e+00	6.390333289833e+00	6.391595573896e+00
4.641588833613e+05	4.358676662693e+00	4.355172222038e+00	4.357024157463e+00
6.812920690580e+05	2.974466080019e+00	2.969328424896e+00	2.972044030630e+00
1.000000000000e+06	2.033703739383e+00	2.026182058279e+00	2.030159638649e+00
1.467799267622e+06	1.396090058853e+00	1.385110207218e+00	1.390922252049e+00
2.154434690032e+06	9.664398965044e-01	9.505098143982e-01	9.589595050743e-01
3.162277660168e+06	6.803354447587e-01	6.575098106546e-01	6.696667650497e-01
4.641588833613e+06	4.941335575325e-01	4.622021272038e-01	4.793383267555e-01
6.812920690580e+06	3.777060163573e-01	3.348502180147e-01	3.581327876774e-01
1.000000000000e+07	3.091065498764e-01	2.549699842893e-01	2.848580664007e-01
1.467799267622e+07	2.714369626726e-01	2.077037756444e-01	2.434651587435e-01
2.154434690032e+07	2.520464459504e-01	1.816321684841e-01	2.216408575450e-01
3.162277660168e+07	2.425199236241e-01	1.681628587609e-01	2.107443289194e-01
4.641588833613e+07	2.379685481476e-01	1.615297607857e-01	2.054903616341e-01
6.812920690580e+07	2.358261404692e-01	1.583565667745e-01	2.030054859989e-01
1.000000000000e+08	2.348250812252e-01	1.568618898408e-01	2.018417141958e-01
