x	y1	y2	y3
1.000000000000e+05	2.200344403086e+01	2.200275010204e+01	2.200311674463e+01
1.467799267622e+05	1.499175011679e+01	1.499073161651e+01	1.499126975353e+01
2.154434690032e+05	1.021519611907e+01	1.021370131661e+01	1.021449112829e+01
3.162277660168e+05	6.961638898230e+00	6.959445307139e+00	6.960604385264e+00
4.641588833613e+05	4.746000251146e+00	4.742782012447e+00	4.744482652797e+00
6.812920690580e+05	3.237944471814e+00	3.233225515838e+00	3.235719651232e+00
1.000000000000e+06	2.212623520252e+00	2.205712056476e+00	2.209366447919e+00
1.467799267622e+06	1.517139764763e+00	1.507042102775e+00	1.512385640186e+00
2.154434690032e+06	1.047706861528e+00	1.033030735944e+00	1.040810706377e+00
3.162277660168e+06	7.340514366678e-01	7.129476456137e-01	7.241745442165e-01
4.641588833613e+06	5.286137853097e-01	4.988941448158e-01	5.148104435970e-01
6.812920690580e+06	3.987859002099e-01	3.584592416415e-01	3.802991625329e-01
1.000000000000e+07	3.211609854954e-01	2.694572550821e-01	2.978953464246e-01
1.467799267622e+07	2.778569431181e-01	2.160261895024e-01	2.506027526904e-01
2.154434690032e+07	2.552728870397e-01	1.860835311617e-01	2.253031417328e-01
3.162277660168e+07	2.440812678134e-01	1.704068631523e-01	2.125392295895e-01
4.641588833613e+07	2.387083482429e-01	1.626176781069e-01	2.063466363620e-01
6.812920690580e+07	2.361729284290e-01	1.588725458811e-01	2.034082371483e-01
1.000000000000e+08	2.349867953029e-01	1.571038754414e-01	2.020298314205e-01
