x	y1	y2	y3
1.000000000000e+05	2.110486764277e+01	2.029795964852e+01	1.964343151852e+01
2.154434690032e+05	9.812440905148e+00	9.437607808772e+00	9.133503792328e+00
4.641588833613e+05	4.570960115231e+00	4.396679021901e+00	4.255227010710e+00
1.000000000000e+06	2.138080012840e+00	2.056888370424e+00	1.990931288363e+00
2.154434690032e+06	1.010429752872e+00	9.708513421111e-01	9.404147117101e-01
4.641588833613e+06	5.108422417832e-01	4.676360526193e-01	4.664013545013e-01
1.000000000000e+07	3.195551786374e-01	2.496650565626e-01	2.802610699942e-01
2.154434690032e+07	2.560441119995e-01	1.783348189296e-01	2.205496158768e-01
4.641588833613e+07	2.389550813814e-01	1.606191598117e-01	2.052319234432e-01
1.000000000000e+08	2.350317851713e-01	1.566479607523e-01	2.017173765395e-01
