x	y1	y2	y3
1.000000000000e+05	2.050133639350e+01	1.250096786376e+01	1.161284809731e+01
1.467799267622e+05	1.396844776338e+01	8.517571429466e+00	7.913106977860e+00
2.154434690032e+05	9.518133499000e+00	5.804070947414e+00	5.393141009594e+00
3.162277660168e+05	6.486889903442e+00	3.955906663568e+00	3.677243920860e+00
4.641588833613e+05	4.422783571379e+00	2.697532221009e+00	2.509586612308e+00
6.812920690580e+05	3.018070204272e+00	1.841331511173e+00	1.716069857351e+00
1.000000000000e+06	2.063306882016e+00	1.259641826419e+00	1.178350985794e+00
1.467799267622e+06	1.416108286595e+00	8.657053691160e-01	8.161502660908e-01
2.154434690032e+06	9.798652985123e-01	6.006895630704e-01	5.751420136829e-01
3.162277660168e+06	6.891913786275e-01	4.247911614714e-01	4.185090978038e-01
4.641588833613e+06	4.997974543486e-01	3.110021806827e-01	3.207941490369e-01
6.812920690580e+06	3.811493509896e-01	2.405422476322e-01	2.633962679361e-01
1.000000000000e+07	3.110622173688e-01	1.995558339518e-01	2.319779016777e-01
1.467799267622e+07	2.724719746585e-01	1.773415163370e-01	2.158463550259e-01
2.154434690032e+07	2.525642694701e-01	1.660235979232e-01	2.079339312585e-01
3.162277660168e+07	2.427698452123e-01	1.604993173325e-01	2.041571332553e-01
4.641588833613e+07	2.380868016804e-01	1.578695002825e-01	2.023801503857e-01
6.812920690580e+07	2.358815347972e-01	1.566338446330e-01	2.015500244336e-01
1.000000000000e+08	2.348509042167e-01	1.560569795434e-01	2.011635500736e-01
