x	y1	y2	y3
1.841500375774e+06	4.024543817984e+00	5.430354580187e-01	4.000000000000e+00
1.893310143284e+06	4.023220467706e+00	5.281754833179e-01	4.000000000000e+00
1.946577554814e+06	4.021968391336e+00	5.137221466089e-01	4.000000000000e+00
2.001343620509e+06	4.020783758366e+00	4.996643203858e-01	4.000000000000e+00
2.057650504315e+06	4.019662943292e+00	4.859911816429e-01	4.000000000000e+00
2.115541556442e+06	4.018602514733e+00	4.726922035423e-01	4.000000000000e+00
2.175061346739e+06	4.017599225118e+00	4.597571473095e-01	4.000000000000e+00
2.236255699007e+06	4.016650000912e+00	4.471760543502e-01	4.000000000000e+00
2.299171726277e+06	4.015751933351e+00	4.349392385837e-01	4.000000000000e+00
2.363857867085e+06	4.014902269674e+00	4.230372789855e-01	4.000000000000e+00
2.430363922762e+06	4.014098404802e+00	4.114610123341e-01	4.000000000000e+00
2.498741095779e+06	4.013337873462e+00	4.002015261562e-01	4.000000000000e+00
2.569042029161e+06	4.012618342728e+00	3.892501518655e-01	4.000000000000e+00
2.641320847025e+06	4.011937604955e+00	3.785984580883e-01	4.000000000000e+00
2.715633196240e+06	4.011293571077e+00	3.682382441725e-01	4.000000000000e+00
2.792036289279e+06	4.010684264278e+00	3.581615338740e-01	4.000000000000e+00
2.870588948258e+06	4.010107813978e+00	3.483605692158e-01	4.000000000000e+00
2.951351650229e+06	4.009562450154e+00	3.388278045154e-01	4.000000000000e+00
3.034386573736e+06	4.009046497953e+00	3.295559005749e-01	4.000000000000e+00
3.119757646689e+06	4.008558372594e+00	3.205377190313e-01	4.000000000000e+00
3.207530595579e+06	4.008096574543e+00	3.117663168602e-01	4.000000000000e+00
3.297772996083e+06	4.007659684941e+00	3.032349410307e-01	4.000000000000e+00
3.390554325090e+06	4.007246361279e+00	2.949370233062e-01	4.000000000000e+00
3.485946014185e+06	4.006855333299e+00	2.868661751877e-01	4.000000000000e+00
3.584021504652e+06	4.006485399121e+00	2.790161829950e-01	4.000000000000e+00
3.684856304010e+06	4.006135421570e+00	2.713810030833e-01	4.000000000000e+00
3.788528044147e+06	4.005804324698e+00	2.639547571899e-01	4.000000000000e+00
3.895116541091e+06	4.005491090503e+00	2.567317279087e-01	4.000000000000e+00
4.004703856454e+06	4.005194755806e+00	2.497063542885e-01	4.000000000000e+00
4.117374360615e+06	4.004914409315e+00	2.428732275514e-01	4.000000000000e+00
4.233214797676e+06	4.004649188825e+00	2.362270869291e-01	4.000000000000e+00
4.352314352243e+06	4.004398278589e+00	2.297628156120e-01	4.000000000000e+00
4.474764718091e+06	4.004160906811e+00	2.234754368106e-01	4.000000000000e+00
4.600660168756e+06	4.003936343288e+00	2.173601099232e-01	4.000000000000e+00
4.730097630119e+06	4.003723897169e+00	2.114121268095e-01	4.000000000000e+00
4.863176755023e+06	4.003522914838e+00	2.056269081660e-01	4.000000000000e+00
5.000000000000e+06	4.003332777910e+00	2.000000000000e-01	4.000000000000e+00
