x	y1	y2	y3	y4
1.000000000000e-01	2.722691996134e+01	3.031626737889e+00	1.159561715631e+00	1.105838432684e+00
1.080808080808e-01	2.676112268432e+01	2.941911901807e+00	1.076108142882e+00	1.023128066545e+00
1.161616161616e-01	2.630414895504e+01	2.860540864886e+00	1.004091346736e+00	9.519822750431e-01
1.242424242424e-01	2.585546141655e+01	2.785861073812e+00	9.412831539952e-01	8.901467931275e-01
1.323232323232e-01	2.541466910364e+01	2.716651755624e+00	8.860025104321e-01	8.359180905065e-01
1.404040404040e-01	2.498148136345e+01	2.651992592149e+00	8.369574902859e-01	7.879848616187e-01
1.484848484848e-01	2.455567804553e+01	2.591176995940e+00	7.931389237359e-01	7.453212778140e-01
1.565656565657e-01	2.413708971305e+01	2.533653489751e+00	7.537470092520e-01	7.071133013682e-01
1.646464646465e-01	2.372558418912e+01	2.478985260670e+00	7.181395896121e-01	6.727067029430e-01
1.727272727273e-01	2.332105720080e+01	2.426821731593e+00	6.857950021237e-01	6.415696747725e-01
1.808080808081e-01	2.292342572959e+01	2.376878233024e+00	6.562849436340e-01	6.132654728762e-01
1.888888888889e-01	2.253262318636e+01	2.328921228678e+00	6.292543479893e-01	5.874320843836e-01
1.969696969697e-01	2.214859584080e+01	2.282757408469e+00	6.044062569959e-01	5.637669019130e-01
2.050505050505e-01	2.177130013146e+01	2.238225513989e+00	5.814903015520e-01	5.420150232072e-01
2.131313131313e-01	2.140070060636e+01	2.195190121861e+00	5.602938290646e-01	5.219602134220e-01
2.212121212121e-01	2.103676832436e+01	2.153536849353e+00	5.406349952690e-01	5.034178488495e-01
2.292929292929e-01	2.067947959961e+01	2.113168607364e+00	5.223573313684e-01	4.862293530025e-01
2.373737373737e-01	2.032881500587e+01	2.074002635291e+00	5.053254312475e-01	4.702577692514e-01
2.454545454545e-01	1.998475858101e+01	2.035968127496e+00	4.894214977039e-01	4.553842079762e-01
2.535353535354e-01	1.964729718736e+01	1.999004313372e+00	4.745425537776e-01	4.415049730575e-01
2.616161616162e-01	1.931641999511e+01	1.963058889728e+00	4.605981736659e-01	4.285292207940e-01
2.696969696970e-01	1.899211806355e+01	1.928086730155e+00	4.475086229974e-01	4.163770395752e-01
2.777777777778e-01	1.867438400059e+01	1.894048814703e+00	4.352033242141e-01	4.049778646459e-01
2.858585858586e-01	1.836321168547e+01	1.860911336639e+00	4.236195821223e-01	3.942691616800e-01
2.939393939394e-01	1.805859604236e+01	1.828644952930e+00	4.127015191491e-01	3.841953274713e-01
3.020202020202e-01	1.776053285548e+01	1.797224152359e+00	4.023991807908e-01	3.747067671139e-01
3.101010101010e-01	1.746901861772e+01	1.766626720699e+00	3.926677800884e-01	3.657591155192e-01
3.181818181818e-01	1.718405040672e+01	1.736833286451e+00	3.834670563768e-01	3.573125776497e-01
3.262626262626e-01	1.690562578324e+01	1.707826933882e+00	3.747607285149e-01	3.493313669277e-01
3.343434343434e-01	1.663374270781e+01	1.679592872545e+00	3.665160266742e-01	3.417832252467e-01
3.424242424242e-01	1.636839947218e+01	1.652118154404e+00	3.587032897952e-01	3.346390111466e-01
3.505050505051e-01	1.610959464305e+01	1.625391431242e+00	3.512956182154e-01	3.278723451875e-01
3.585858585859e-01	1.585732701566e+01	1.599402746258e+00	3.442685728796e-01	3.214593035396e-01
3.666666666667e-01	1.561159557561e+01	1.574143354761e+00	3.375999140615e-01	3.153781523871e-01
3.747474747475e-01	1.537239946734e+01	1.549605569694e+00	3.312693737500e-01	3.096091170264e-01
3.828282828283e-01	1.513973796812e+01	1.525782628392e+00	3.252584568423e-01	3.041341805701e-01
3.909090909091e-01	1.491361046651e+01	1.502668577535e+00	3.195502670879e-01	2.989369080156e-01
3.989898989899e-01	1.469401644453e+01	1.480258173722e+00	3.141293543864e-01	2.940022921259e-01
4.070707070707e-01	1.448095546297e+01	1.458546797484e+00	3.089815805774e-01	2.893166181366e-01
4.151515151515e-01	1.427442714908e+01	1.437530378870e+00	3.040940013085e-01	2.848673447743e-01
4.232323232323e-01	1.407443118643e+01	1.417205333034e+00	2.994547619327e-01	2.806429994580e-01
4.313131313131e-01	1.388096730646e+01	1.397568504474e+00	2.950530056960e-01	2.766330858815e-01
4.393939393939e-01	1.369403528149e+01	1.378617118758e+00	2.908787927318e-01	2.728280024430e-01
4.474747474747e-01	1.351363491889e+01	1.360348740776e+00	2.869230285920e-01	2.692189702200e-01
4.555555555556e-01	1.333976605623e+01	1.342761238659e+00	2.831774012335e-01	2.657979693755e-01
4.636363636364e-01	1.317242855729e+01	1.325852752671e+00	2.796343255260e-01	2.625576830491e-01
4.717171717172e-01	1.301162230876e+01	1.309621668448e+00	2.762868944855e-01	2.594914479232e-01
4.797979797980e-01	1.285734721755e+01	1.294066594076e+00	2.731288365493e-01	2.565932107756e-01
4.878787878788e-01	1.270960320855e+01	1.279186340568e+00	2.701544783050e-01	2.538574904319e-01
4.959595959596e-01	1.256839022293e+01	1.264979905367e+00	2.673587121769e-01	2.512793446227e-01
5.040404040404e-01	1.243370821670e+01	1.251446458576e+00	2.647369686420e-01	2.488543413273e-01
5.121212121212e-01	1.230555715972e+01	1.238585331640e+00	2.622851926204e-01	2.465785342576e-01
5.202020202020e-01	1.218393703494e+01	1.226396008291e+00	2.599998237419e-01	2.444484421974e-01
5.282828282828e-01	1.206884783799e+01	1.214878117570e+00	2.578777802468e-01	2.424610319697e-01
5.363636363636e-01	1.196028957694e+01	1.204031428819e+00	2.559164463280e-01	2.406137048584e-01
5.444444444444e-01	1.185826227246e+01	1.193855848522e+00	2.541136627718e-01	2.389042863578e-01
5.525252525253e-01	1.176276595809e+01	1.184351418961e+00	2.524677207966e-01	2.373310191753e-01
5.606060606061e-01	1.167380068094e+01	1.175518318645e+00	2.509773590379e-01	2.358925594558e-01
5.686868686869e-01	1.159136650253e+01	1.167356864520e+00	2.496417636687e-01	2.345879762463e-01
5.767676767677e-01	1.151546350003e+01	1.159867515994e+00	2.484605716947e-01	2.334167542667e-01
5.848484848485e-01	1.144609176782e+01	1.153050880848e+00	2.474338775073e-01	2.323788001053e-01
5.929292929293e-01	1.138325141941e+01	1.146907723133e+00	2.465622428340e-01	2.314744520118e-01
6.010101010101e-01	1.132694258985e+01	1.141438973190e+00	2.458467102801e-01	2.307044935225e-01
6.090909090909e-01	1.127716543861e+01	1.136645739981e+00	2.452888207190e-01	2.300701712219e-01
6.171717171717e-01	1.123392015305e+01	1.132529325946e+00	2.448906348626e-01	2.295732170190e-01
6.252525252525e-01	1.119720695258e+01	1.129091244662e+00	2.446547594235e-01	2.292158754111e-01
6.333333333333e-01	1.116702609364e+01	1.126333241642e+00	2.445843783800e-01	2.290009363081e-01
6.414141414141e-01	1.114337787562e+01	1.124257318672e+00	2.446832899672e-01	2.289317741153e-01
6.494949494949e-01	1.112626264798e+01	1.122865762149e+00	2.449559501536e-01	2.290123939197e-01
6.575757575758e-01	1.111568081859e+01	1.122161176013e+00	2.454075235241e-01	2.292474857967e-01
6.656565656566e-01	1.111163286383e+01	1.122146519929e+00	2.460439426893e-01	2.296424884701e-01
6.737373737374e-01	1.111411934048e+01	1.122825153533e+00	2.468719775759e-01	2.302036638090e-01
6.818181818182e-01	1.112314090002e+01	1.124200887710e+00	2.478993162502e-01	2.309381839649e-01
6.898989898990e-01	1.113869830556e+01	1.126278044060e+00	2.491346592843e-01	2.318542333330e-01
6.979797979798e-01	1.116079245218e+01	1.129061523934e+00	2.505878301262e-01	2.329611280013e-01
7.060606060606e-01	1.118942439114e+01	1.132556888744e+00	2.522699044941e-01	2.342694559443e-01
7.141414141414e-01	1.122459535888e+01	1.136770453582e+00	2.541933625222e-01	2.357912419635e-01
7.222222222222e-01	1.126630681169e+01	1.141709396685e+00	2.563722682792e-01	2.375401423121e-01
7.303030303030e-01	1.131456046734e+01	1.147381887864e+00	2.588224824215e-01	2.395316751346e-01
7.383838383838e-01	1.136935835494e+01	1.153797239802e+00	2.615619152103e-01	2.417834943717e-01
7.464646464646e-01	1.143070287494e+01	1.160966087156e+00	2.646108290166e-01	2.443157167376e-01
7.545454545455e-01	1.149859687131e+01	1.168900599760e+00	2.679922019175e-01	2.471513139153e-01
7.626262626263e-01	1.157304371869e+01	1.177614738073e+00	2.717321672328e-01	2.503165854319e-01
7.707070707071e-01	1.165404742785e+01	1.187124561503e+00	2.758605481652e-01	2.538417320452e-01
7.787878787879e-01	1.174161277388e+01	1.197448603694e+00	2.804115124582e-01	2.577615552848e-01
7.868686868687e-01	1.183574545269e+01	1.208608333594e+00	2.854243797458e-01	2.621163165852e-01
7.949494949495e-01	1.193645227331e+01	1.220628727861e+00	2.909446248159e-01	2.669528000204e-01
8.030303030303e-01	1.204374139618e+01	1.233538989527e+00	2.970251344989e-01	2.723256371216e-01
8.111111111111e-01	1.215762263120e+01	1.247373461405e+00	3.037277960029e-01	2.782989723248e-01
8.191919191919e-01	1.227810781511e+01	1.262172802046e+00	3.111255227413e-01	2.849485757273e-01
8.272727272727e-01	1.240521129629e+01	1.277985520331e+00	3.193048638029e-01	2.923645498268e-01
