x	y1	y2	y3	y4	y5	y6	y7
1.000000000000e+05	3.917496324955e-01	5.768943171637e-01	7.507924174312e-01	9.246626801981e-01	1.020216343088e+00	9.618236228556e-01	6.924079874003e-01
2.154434690032e+05	7.547936381828e-01	1.224264730428e+00	1.600511850030e+00	1.968427347901e+00	2.166613926220e+00	2.024451157807e+00	1.295794619021e+00
4.641588833613e+05	1.291448424075e+00	2.548450359961e+00	3.365860978470e+00	4.127933049318e+00	4.516935388734e+00	4.136792841249e+00	2.065999006174e+00
1.000000000000e+06	1.561662114657e+00	5.072086745637e+00	6.855817025638e+00	8.362536766487e+00	9.020701639077e+00	7.893574925816e+00	1.911652189485e+00
2.154434690032e+06	5.873648394645e-01	9.067605044782e+00	1.293793012306e+01	1.561430730134e+01	1.626383153361e+01	1.278747154172e+01	1.997044168378e+00
4.641588833613e+06	5.811316024289e+00	1.234273747130e+01	2.022317767093e+01	2.390931361821e+01	2.290804808001e+01	1.417511280110e+01	4.895138662688e+00
1.000000000000e+07	5.400853951329e+00	9.447021021506e+00	2.019944876822e+01	2.331205705386e+01	1.947361245797e+01	8.996715035218e+00	2.833796251778e+00
2.154434690032e+07	2.413399271150e+00	3.815293923144e+00	9.984329290657e+00	1.156170708131e+01	8.919919913747e+00	3.581718694274e+00	1.077128946435e+00
4.641588833613e+07	8.573901738142e-01	1.060554222066e+00	2.947673358469e+00	3.423056337672e+00	2.599587382237e+00	1.019347021702e+00	3.612301182363e-01
1.000000000000e+08	2.855833982123e-01	2.512708764937e-01	7.151003434968e-01	8.232331906182e-01	6.248547785771e-01	2.420510378048e-01	1.261279791507e-01
