x	y1	y2	y3
1.000000000000e+05	4.610211220817e+01	1.192489379321e+01	5.219298251220e+00
2.154434690032e+05	4.641767910759e+01	1.282461951972e+01	6.213540111219e+00
4.641588833613e+05	4.697807477715e+01	1.462429118417e+01	8.147564926970e+00
1.000000000000e+06	4.766633867910e+01	1.791023000822e+01	1.143379945738e+01
2.154434690032e+06	4.713305674029e+01	2.270673833441e+01	1.520831268777e+01
4.641588833613e+06	4.041625388293e+01	2.604749875029e+01	1.478420985719e+01
1.000000000000e+07	2.310834816943e+01	2.112634169613e+01	8.513740464174e+00
2.154434690032e+07	7.718399853002e+00	9.644547477830e+00	3.208031027527e+00
4.641588833613e+07	1.878960756415e+00	2.725025340458e+00	8.792759421794e-01
1.000000000000e+08	4.063319357224e-01	6.342977453981e-01	2.005151381455e-01
