x	y1	y2	y3	y4	y5	y6	y7
1.000000000000e+05	7.356896317973e-01	9.424387433315e-01	1.180106418074e+00	1.400959331851e+00	1.488525503883e+00	1.357536476696e+00	1.075507594224e+00
2.154434690032e+05	1.516145801469e+00	1.995115720832e+00	2.498946887580e+00	2.961184932080e+00	3.143146128199e+00	2.868481823213e+00	2.262061085466e+00
4.641588833613e+05	2.829913599910e+00	4.108770167161e+00	5.168860169742e+00	6.106755628356e+00	6.468789098315e+00	5.905599119589e+00	4.566331257241e+00
1.000000000000e+06	4.278158014855e+00	7.829084666054e+00	1.008227471773e+01	1.188055393372e+01	1.253468706094e+01	1.140679775239e+01	8.139376211880e+00
2.154434690032e+06	6.659025137442e+00	1.211153593090e+01	1.685482523378e+01	2.003024942862e+01	2.099082201619e+01	1.868443979943e+01	1.040373495477e+01
4.641588833613e+06	5.227493631357e+00	1.275270686399e+01	1.940328350090e+01	2.383978755494e+01	2.470127709434e+01	2.015172544190e+01	7.900130635856e+00
1.000000000000e+07	1.933910587645e+00	6.990587989353e+00	1.211198231513e+01	1.540546340955e+01	1.540274418648e+01	1.094166445340e+01	3.272373999175e+00
2.154434690032e+07	5.215509332336e-01	2.236127286157e+00	4.234255190830e+00	5.518987525041e+00	5.340785913718e+00	3.497553271069e+00	9.052364172394e-01
4.641588833613e+07	1.144313082703e-01	5.589971862958e-01	1.088224080712e+00	1.428488703361e+00	1.373258730264e+00	8.821656883198e-01	2.126588508416e-01
1.000000000000e+08	1.437124899677e-02	1.260445387419e-01	2.541757658955e-01	3.375483940519e-01	3.127442172793e-01	2.028851567289e-01	3.639626730140e-02
