x_0	f(x)
1.000000000000e-01	2.932728005256e+00
1.080808080808e-01	2.860095085540e+00
1.161616161616e-01	2.793292460487e+00
1.242424242424e-01	2.731077886174e+00
1.323232323232e-01	2.672560958294e+00
1.404040404040e-01	2.617090052945e+00
1.484848484848e-01	2.564179438458e+00
1.565656565657e-01	2.513461058209e+00
1.646464646465e-01	2.464651893640e+00
1.727272727273e-01	2.417531414367e+00
1.808080808081e-01	2.371925706491e+00
1.888888888889e-01	2.327696112346e+00
1.969696969697e-01	2.284730974239e+00
2.050505050505e-01	2.242939549774e+00
2.131313131313e-01	2.202247469803e+00
2.212121212121e-01	2.162593307739e+00
2.292929292929e-01	2.123925959932e+00
2.373737373737e-01	2.086202625104e+00
2.454545454545e-01	2.049387231183e+00
2.535353535354e-01	2.013449199748e+00
2.616161616162e-01	1.978362467698e+00
2.696969696970e-01	1.944104706679e+00
2.777777777778e-01	1.910656695826e+00
2.858585858586e-01	1.878001814332e+00
2.939393939394e-01	1.846125628345e+00
3.020202020202e-01	1.815015552667e+00
3.101010101010e-01	1.784660572149e+00
3.181818181818e-01	1.755051011045e+00
3.262626262626e-01	1.726178341100e+00
3.343434343434e-01	1.698035021135e+00
3.424242424242e-01	1.670614362344e+00
3.505050505051e-01	1.643910414726e+00
3.585858585859e-01	1.617917870944e+00
3.666666666667e-01	1.592631984649e+00
3.747474747475e-01	1.568048500846e+00
3.828282828283e-01	1.544163596340e+00
3.909090909091e-01	1.520973828655e+00
3.989898989899e-01	1.498476092099e+00
4.070707070707e-01	1.476667579895e+00
4.151515151515e-01	1.455545751463e+00
4.232323232323e-01	1.435108304115e+00
4.313131313131e-01	1.415353148525e+00
4.393939393939e-01	1.396278387463e+00
4.474747474747e-01	1.377882297347e+00
4.555555555556e-01	1.360163312244e+00
4.636363636364e-01	1.343120010011e+00
4.717171717172e-01	1.326751100315e+00
4.797979797980e-01	1.311055414306e+00
4.878787878788e-01	1.296031895755e+00
4.959595959596e-01	1.281679593507e+00
5.040404040404e-01	1.267997655097e+00
5.121212121212e-01	1.254985321440e+00
5.202020202020e-01	1.242641922481e+00
5.282828282828e-01	1.230966873734e+00
5.363636363636e-01	1.219959673657e+00
5.444444444444e-01	1.209619901799e+00
5.525252525253e-01	1.199947217692e+00
5.606060606061e-01	1.190941360464e+00
5.686868686869e-01	1.182602149160e+00
5.767676767677e-01	1.174929483782e+00
5.848484848485e-01	1.167923347045e+00
5.929292929293e-01	1.161583806903e+00
6.010101010101e-01	1.155911019880e+00
6.090909090909e-01	1.150905235278e+00
6.171717171717e-01	1.146566800342e+00
6.252525252525e-01	1.142896166519e+00
6.333333333333e-01	1.139893896925e+00
6.414141414141e-01	1.137560675239e+00
6.494949494949e-01	1.135897316212e+00
6.575757575758e-01	1.134904778103e+00
6.656565656566e-01	1.134584177365e+00
6.737373737374e-01	1.134936806019e+00
6.818181818182e-01	1.135964152226e+00
6.898989898990e-01	1.137667924727e+00
6.979797979798e-01	1.140050081934e+00
7.060606060606e-01	1.143112866683e+00
7.141414141414e-01	1.146858847911e+00
7.222222222222e-01	1.151290970822e+00
7.303030303030e-01	1.156412617547e+00
7.383838383838e-01	1.162227680832e+00
7.464646464646e-01	1.168740654027e+00
7.545454545455e-01	1.175956741558e+00
7.626262626263e-01	1.183881995386e+00
7.707070707071e-01	1.192523484615e+00
7.787878787879e-01	1.201889507769e+00
7.868686868687e-01	1.211989860457e+00
7.949494949495e-01	1.222836175580e+00
8.030303030303e-01	1.234442359506e+00
8.111111111111e-01	1.246825156560e+00
8.191919191919e-01	1.260004887029e+00
8.272727272727e-01	1.274006422742e+00
8.353535353535e-01	1.288860492300e+00
8.434343434343e-01	1.304605450442e+00
8.515151515152e-01	1.321289711340e+00
8.595959595960e-01	1.338975148310e+00
8.676767676768e-01	1.357741927445e+00
8.757575757576e-01	1.377695514420e+00
8.838383838384e-01	1.398977053342e+00
8.919191919192e-01	1.421779117818e+00
9.000000000000e-01	1.446370278902e+00
