x_0	f(x)
1.000000000000e-01	5.528355947182e-01
1.080808080808e-01	5.220957612670e-01
1.161616161616e-01	4.956315785081e-01
1.242424242424e-01	4.725734207862e-01
1.323232323232e-01	4.522695501820e-01
1.404040404040e-01	4.342227949008e-01
1.484848484848e-01	4.180479671921e-01
1.565656565657e-01	4.034425252981e-01
1.646464646465e-01	3.901659254083e-01
1.727272727273e-01	3.780248133334e-01
1.808080808081e-01	3.668622245187e-01
1.888888888889e-01	3.565495879001e-01
1.969696969697e-01	3.469807246710e-01
2.050505050505e-01	3.380672883787e-01
2.131313131313e-01	3.297352610032e-01
2.212121212121e-01	3.219222325992e-01
2.292929292929e-01	3.145752691775e-01
2.373737373737e-01	3.076492269493e-01
2.454545454545e-01	3.011054086480e-01
2.535353535354e-01	2.949104844237e-01
2.616161616162e-01	2.890356191206e-01
2.696969696970e-01	2.834557618311e-01
2.777777777778e-01	2.781490640041e-01
2.858585858586e-01	2.730964001033e-01
2.939393939394e-01	2.682809706172e-01
3.020202020202e-01	2.636879716097e-01
3.101010101010e-01	2.593043183569e-01
3.181818181818e-01	2.551184131923e-01
3.262626262626e-01	2.511199496817e-01
3.343434343434e-01	2.472997468071e-01
3.424242424242e-01	2.436496080607e-01
3.505050505051e-01	2.401622013169e-01
3.585858585859e-01	2.368309561147e-01
3.666666666667e-01	2.336499755992e-01
3.747474747475e-01	2.306139608572e-01
3.828282828283e-01	2.277181457824e-01
3.909090909091e-01	2.249582409254e-01
3.989898989899e-01	2.223303850457e-01
4.070707070707e-01	2.198311032972e-01
4.151515151515e-01	2.174572711558e-01
4.232323232323e-01	2.152060833413e-01
4.313131313131e-01	2.130750271077e-01
4.393939393939e-01	2.110618593781e-01
4.474747474747e-01	2.091645872809e-01
4.555555555556e-01	2.073814517203e-01
4.636363636364e-01	2.057109136698e-01
4.717171717172e-01	2.041516429330e-01
4.797979797980e-01	2.027025091578e-01
4.878787878788e-01	2.013625749319e-01
4.959595959596e-01	2.001310908199e-01
5.040404040404e-01	1.990074922348e-01
5.121212121212e-01	1.979913980654e-01
5.202020202020e-01	1.970826110068e-01
5.282828282828e-01	1.962811195695e-01
5.363636363636e-01	1.955871017650e-01
5.444444444444e-01	1.950009304949e-01
5.525252525253e-01	1.945231806945e-01
5.606060606061e-01	1.941546383125e-01
5.686868686869e-01	1.938963112384e-01
5.767676767677e-01	1.937494423243e-01
5.848484848485e-01	1.937155246852e-01
5.929292929293e-01	1.937963195083e-01
6.010101010101e-01	1.939938766488e-01
6.090909090909e-01	1.943105583535e-01
6.171717171717e-01	1.947490665195e-01
6.252525252525e-01	1.953124739774e-01
6.333333333333e-01	1.960042603886e-01
6.414141414141e-01	1.968283534600e-01
6.494949494949e-01	1.977891763208e-01
6.575757575758e-01	1.988917020764e-01
6.656565656566e-01	2.001415167593e-01
6.737373737374e-01	2.015448921486e-01
6.818181818182e-01	2.031088702408e-01
6.898989898990e-01	2.048413615332e-01
6.979797979798e-01	2.067512597558e-01
7.060606060606e-01	2.088485762798e-01
7.141414141414e-01	2.111445981681e-01
7.222222222222e-01	2.136520747733e-01
7.303030303030e-01	2.163854389744e-01
7.383838383838e-01	2.193610706648e-01
7.464646464646e-01	2.225976120630e-01
7.545454545455e-01	2.261163469533e-01
7.626262626263e-01	2.299416592885e-01
7.707070707071e-01	2.341015909565e-01
7.787878787879e-01	2.386285243301e-01
7.868686868687e-01	2.435600230250e-01
7.949494949495e-01	2.489398748630e-01
8.030303030303e-01	2.548193955242e-01
8.111111111111e-01	2.612590714360e-01
8.191919191919e-01	2.683306485897e-01
8.272727272727e-01	2.761198139659e-01
8.353535353535e-01	2.847296739175e-01
8.434343434343e-01	2.942853183034e-01
8.515151515152e-01	3.049398849759e-01
8.595959595960e-01	3.168827301868e-01
8.676767676768e-01	3.303506063745e-01
8.757575757576e-01	3.456432178636e-01
8.838383838384e-01	3.631452876829e-01
8.919191919192e-01	3.833585444860e-01
9.000000000000e-01	4.069492420023e-01
